Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF ,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012
240810205060183,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,353,1294,367,"3,27",64061,23809969,65738,2332973,34053,17654255,55539,16858916
240810205060184,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,181,611,338,"2,49",57925,15866853,63159,13983405,34153,19069531,57285,18733123
240810205060185,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,170,591,348,"2,29",53615,34340215,62429,34484025,3612,21177501,54295,21968004
240810205060186,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,248,873,352,"2,16",57396,20658733,63831,18859419,325,16014936,5662,14239658
240810205060187,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,221,766,347,"2,18",62736,2025636,66657,18902235,3558,18333825,58851,1662518
240810205060188,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,264,857,325,"2,8",77157,41292049,83825,39262768,45043,29600372,70933,28246597
240810205060189,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,392,1321,337,"2,23",89459,65992333,97141,64191796,50738,44288655,80906,46217212
240810205060190,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,419,1516,362,"3,23",69463,27900685,72401,26951431,38568,20270104,57075,19433037
240810205060191,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,296,1040,351,"2,74",63409,18326646,67273,16838814,37307,16402587,5765,13613911
240810205060192,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,308,1065,346,"2,05",74303,7290556,8476,74307842,42263,3954443,73283,45849331
240810205060193,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,253,962,38,"4,31",99757,166130286,109732,171821559,49178,82477588,89156,113952451
240810205060194,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,1,325,1162,358,"3,92",54194,28424953,59908,27997345,296,18253496,50578,20584182
240810205060195,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,244,922,378,"3,61",6036,20845803,6575,19156047,34278,16993212,57256,15224225
240810205060196,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,287,955,333,"2,12",66738,87296522,7482,91838685,36186,43993598,67299,60920861
240810205060197,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,379,1336,353,"2,4",59923,25960808,67794,24029106,39117,20979517,63935,18418877
240810205060198,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,276,961,348,"2,79",79022,101135003,81993,102506419,44519,51895852,67332,63149772
240810205060199,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,216,801,371,"3,84",54731,14066118,57668,13122675,28883,12357281,50339,10732051
240810205060200,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,430,1517,353,"2,59",46288,27331955,59238,2730723,35983,21490238,58895,21680243
240810205060201,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,338,1149,34,"2,58",57486,19503138,68417,15719843,35765,17332704,63589,13115971
240810205060202,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,229,840,367,"2,45",65777,2612121,72768,23799068,4026,22157893,66149,19274614
240810205060203,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,448,1554,347,"2,79",49853,2039903,6204,17817897,32811,1646006,59154,14089186
240810205060204,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,321,1067,332,"2,08",124336,170144373,130859,170535938,68733,143367538,107233,182459438
240810205060205,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,1,316,1089,345,"3,02",6306,30166736,68243,29105537,36217,20513109,59806,19764845
240810205060206,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,268,965,36,"3,62",60932,29474132,69785,27570188,32049,20162528,56578,21719959
240810205060207,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,330,1109,336,"2,51",69349,35524509,76031,33861649,38916,2447301,65707,23715987
240810205060208,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,1,325,1096,337,"2,27",74134,36932644,80312,35042553,42342,26430372,69383,24544703
240810205060209,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,1,240,964,402,"4,66",57183,75785362,65042,81114781,30403,33801366,55727,47876866
240810205060210,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,242,896,37,"2,81",78089,73996651,85898,74691822,40073,3793514,6935,45363907
240810205060211,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102035,Redinha,1,1,297,1122,378,"4,02",54131,66060847,71137,74755615,28841,35286237,65203,56114619
240810205060212,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102035,Redinha,1,1,168,590,351,"3,82",98629,180347921,105539,185724891,47548,83213222,79461,113809636
240810205060213,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102035,Redinha,1,0,617,2081,337,"2,36",103423,284873495,121316,312503603,55496,13141372,100022,192380816
240810205060214,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102035,Redinha,1,0,392,1370,349,"2,86",82354,58947989,89674,57619626,43968,38547728,74906,42503577
240810205060215,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,238,856,36,"2,93",51766,10016057,59518,6886909,23672,1008371,56323,5586897
240810205060216,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,367,1351,368,"2,8",53323,19031971,65451,15410975,30524,14108399,57901,10905187
240810205060217,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,318,1248,392,"3,87",39067,24052505,61501,24067355,29036,14109092,5698,11760444
240810205060218,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,217,803,37,"2,85",130592,147012381,135591,145856277,71508,110191852,103708,126450256
240810205060219,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,159,605,381,"3,04",106947,67130586,112613,64287594,57164,52398134,92763,52005442
240810205060220,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,207,769,371,"2,64",110638,173799211,121175,177603572,67486,972332,9876,111437586
240810205060221,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,209,721,345,"1,82",81878,98910483,105632,102536649,52169,52014636,85909,5668139
240810205060222,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,134,528,394,"3,47",56776,15702202,73154,8178402,41247,17324429,70268,9091932
240810205060223,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,195,678,348,"3,31",56508,43038079,84115,40826099,47996,43811544,80606,47302808
240810205060224,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,1,292,962,329,"2,79",74998,48094377,80217,47251489,43787,33222938,70403,34681657
240810205060225,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,191,694,363,"3,69",78072,51757648,84726,50524223,42807,31209493,68373,32371758
240810205060226,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,244,737,302,"2,16",91544,61000946,99275,5846654,42522,44398301,88438,51750697
240810205060227,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,162,584,36,"3,12",94969,40995924,98621,38957351,51271,31670763,780,27319802
240810205060228,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,223,823,369,"3,48",139034,347890844,14764,356762002,69546,194931432,116017,271450175
240810205060229,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,212,700,33,"2,72",72175,55885815,80959,55574271,3916,31378962,69362,34640679
240810205060230,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,216,758,351,"2,88",105731,1016587,113059,100413279,56333,57198508,88045,61487493
240810205060231,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,152,526,346,"2,46",75203,64517566,84051,64672665,38745,33504716,69922,38685794
240810205060232,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,247,864,35,"2,3",72906,50448509,79681,49735062,41962,31300226,66274,33327034
240810205060233,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,241,754,313,"2,82",81718,183011951,84524,18694093,49845,83588221,72668,105324989
240810205060234,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,205,765,373,"3,65",519,54053773,73376,60708648,36879,27838922,64124,30943412
240810205060235,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,256,938,366,"3,57",10366,92981341,110112,91658781,54047,58265283,87051,65129125
240810205060236,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,192,644,335,"2,72",120608,127849165,124499,127125697,68442,95392112,102388,107982064
240810205060237,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,228,730,32,"2,55",68862,39192258,74765,38133577,40868,26773426,67453,26256035
240810205060238,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,119,391,329,"2,63",83957,81181731,100918,80457999,59991,96898619,89464,118229642
240810205060239,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,243,940,387,"2,78",45249,18191122,55814,16533243,31138,13279996,51691,11417498
240810205060240,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,326,1067,327,"2,49",63001,29750123,70578,27974241,40104,22389124,59308,21719479
240810205060241,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,408,1501,368,"3,42",45042,12472776,49802,11417344,24026,10592586,42387,10905524
240810205060242,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,436,1497,343,"2,73",39116,20602999,49434,20938037,28516,15889508,48556,17327535
240810205060243,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,238,814,342,"2,65",39438,2554552,54256,27113034,29963,16683429,52534,17395234
240810205060244,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,277,1042,376,"2,81",51613,12683424,56287,11195444,31188,13012397,49371,11618811
240810205060245,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,255,877,344,"2,2",61614,33332526,67432,32553521,379,50748223,6174,67991461
240810205060246,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,269,895,333,"2,03",66427,21615003,72638,1911446,38897,19395677,65997,15014182
240810205060247,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,207,746,36,"1,95",55586,48746723,73758,5129611,49968,74116584,79769,94600261
240810205060248,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,162,548,338,"1,89",71089,41911001,74299,41415202,40707,35309582,64749,40614691
240810205060249,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,232,745,321,"2,47",73975,57963185,76961,58005008,44577,37870163,64982,4195506
240810205060250,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,208,741,356,"2,82",58076,19436202,62916,18003519,36064,15301086,5621,12517618
240810205060251,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,227,739,326,"2,24",99643,168706661,10771,173699412,58905,116487645,88216,148672101
240810205060252,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,185,619,335,"2,15",79478,47980197,82604,47281302,4618,29878147,6768,29235419
240810205060253,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,273,971,356,"2,22",6214,52795595,7711,53976478,41228,33845465,65868,37851408
240810205060254,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,236,810,343,"2,33",103175,237474999,108219,243653702,56271,109307805,84343,140231444
240810205060255,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,241,780,324,"2,76",73569,31345221,76423,30375916,42259,25960572,66336,24776786
240810205060256,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,241,770,32,"2,48",63391,30464768,75258,27221221,38552,2330007,66845,21482497
240810205060257,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,202,690,342,"2,81",89334,46480037,93018,4496224,49719,36620334,76612,35822934
240810205060258,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,252,915,363,"2,18",7444,44239689,84881,41570054,43241,29564499,71089,2880611
240810205060259,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,242,819,338,"2,11",73205,278284804,87701,320888308,50077,131976353,78512,184711387
240810205060260,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,245,856,349,"2,72",66699,24796144,76006,21165406,37532,23425558,67766,21803539
240810205060261,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,194,698,36,"2,88",63361,29376812,70644,27598277,36649,22772452,64217,22197185
240810205060262,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,206,811,394,"3,18",80602,47560767,8302,469772,39116,29329694,65742,31796078
240810205060263,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,395,1363,345,"2,89",78246,216042022,83308,225827336,40686,93259656,69866,139833457
240810205060264,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,171,590,345,"2,25",96175,4875684,104089,4450486,54305,39049586,84662,35165854
240810205060265,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,182,637,35,"2,25",101893,56656251,107194,53905622,56387,4147741,84503,38391748
240810205060266,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,242,767,317,"2,3",84449,144558097,100673,156053491,52567,106748483,85753,145780632
240810205060267,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,361,1246,345,"2,49",81497,49658384,91939,46410657,47849,37377577,80819,3648494
240810205060268,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,190,609,321,"2,42",81418,85164025,87894,86252211,46616,48925778,74155,57434245
240810205060269,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,304,1079,355,"2,86",150474,212841286,16164,210578588,76087,126642728,122615,147070705
240810205060270,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,186,587,316,"2,76",66254,40110796,7607,38577078,45485,47392458,71849,55946959
240810205060271,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,401,1385,345,3,55583,19695667,61741,18071033,30626,15582909,57399,13835085
240810205060272,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,177,613,346,"2,36",82598,84456782,85999,85012753,46228,44907855,70645,51397327
240810205060273,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,1,113,369,327,"1,52",58632,15648317,66254,12602162,32079,14044806,59298,9795582
240810205060274,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,214,788,368,"3,1",58911,22835638,7043,19167396,32435,17458436,63592,14406538
240810205060275,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,327,1112,34,"2,42",61485,47546122,74465,47919311,35349,26808627,59435,30767427
240810205060276,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,216,719,333,"2,66",74569,40894856,826,38654188,41031,27369754,66604,27395819
